what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1501955487972
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1501955487973
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1501955487974
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1501955487974
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1501955488005
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1501955488007
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1501955488009
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1501955488009
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1501955488009
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1501955488011
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1501955488047
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1501955488048
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1501955488048
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1501955488048
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1501955488163
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1501955488164
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1501955488165
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1501955488166
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1501955488166
started,bundle,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.adt",1501955488167
started,bundle,com.android.ide.eclipse.base,23.0.7.2120684,"com.android.ide.eclipse.base",1501955488168
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1501955488169
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1501955488169
os,sysinfo,,,"win32",1501955488174
arch,sysinfo,,,"x86",1501955488174
ws,sysinfo,,,"win32",1501955488174
locale,sysinfo,,,"en_US",1501955488174
processors,sysinfo,,,"4",1501955488174
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1501955488174
java.runtime.version,sysinfo,,,"1.8.0_131-b11",1501955488174
java.specification.name,sysinfo,,,"Java Platform API Specification",1501955488174
java.specification.vendor,sysinfo,,,"Oracle Corporation",1501955488174
java.specification.version,sysinfo,,,"1.8",1501955488174
java.vendor,sysinfo,,,"Oracle Corporation",1501955488174
java.version,sysinfo,,,"1.8.0_131",1501955488174
java.vm.info,sysinfo,,,"mixed mode",1501955488174
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1501955488174
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1501955488174
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1501955488174
